name,height,weight,reach,stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
Mario Sperry,"6' 2""",205 lbs.,,Orthodox,28-Sep-66,2.81,0.52,1.53,0.47,2.09,0.42,0.71,1.4
Waachiim Spiritwolf,"5' 8""",170 lbs.,,,,10,1,10,0,0,0,0,0
Daniel Spitz,"6' 7""",245 lbs.,"82""",Orthodox,31-Jul-90,2.6,0.35,5.3,0.46,0.74,0.66,0,0
Eric Spicely,"6' 1""",185 lbs.,"73""",Orthodox,29-Sep-86,3.71,0.45,5.72,0.55,1.31,0.2,0.75,1
Serghei Spivac,"6' 3""",260 lbs.,"78""",Orthodox,24-Jan-95,3.58,0.49,2.84,0.58,3.7,0.63,0.75,0.3
Daniel Spohn,"6' 4""",205 lbs.,"79""",Southpaw,12-Oct-84,2.42,0.49,1.6,0.53,0,0,0.28,2.5
Pete Spratt,"5' 9""",170 lbs.,,Orthodox,9-Jan-71,1.63,0.48,1.33,0.55,0.3,1,0.46,0.3
Austin Springer,"5' 8""",145 lbs.,"71""",Orthodox,12-May-87,3.54,0.57,3.15,0.41,3.37,0.4,1,0.8
Georges St-Pierre,"5' 11""",185 lbs.,"76""",Orthodox,19-May-81,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1
Andreas Stahl,"5' 11""",170 lbs.,,Orthodox,20-May-88,2.83,0.37,4.74,0.57,1.55,0.66,0.8,0
Ron Stallings,"6' 2""",170 lbs.,"75""",Southpaw,25-Jan-83,3.22,0.6,3.26,0.51,0,0,0.71,0
Bobby Stack,"5' 9""",155 lbs.,,Orthodox,,1,0.2,2.89,0.34,7.48,0.45,1,0
Cristina Stanciu,"5' 3""",115 lbs.,,Orthodox,29-Mar-94,2.5,0.5,3.07,0.52,0.85,1,0.4,1.7
Cody Stamann,"5' 6""",145 lbs.,"64""",Orthodox,9-Nov-89,4.14,0.48,3.18,0.63,3.03,0.46,0.8,0
Brian Stann,"6' 1""",205 lbs.,"74""",Orthodox,24-Sep-80,3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3
Josh Stansbury,"6' 2""",205 lbs.,"74""",Orthodox,19-Nov-84,3.22,0.54,3.54,0.54,0,0,0.87,1
Dion Staring,"6' 1""",235 lbs.,,Orthodox,9-Jun-78,1.09,0.37,5,0.47,0,0,0.33,0
Lucas Stark,,155 lbs.,,,,1.6,0.25,3.2,0.66,12,1,0,0
Kalib Starnes,"6' 3""",185 lbs.,"74""",Orthodox,6-Jan-75,2.71,0.48,4.43,0.53,1.46,0.33,0.25,0.6
Clifford Starks,"6' 0""",185 lbs.,"78""",Orthodox,25-Apr-81,1.94,0.33,2.49,0.58,1.94,1,0.6,0
Damian Stasiak,"5' 5""",135 lbs.,"70""",Orthodox,20-Feb-90,1.86,0.36,3.1,0.52,2.64,0.35,0.43,0.6
Adam Steele,,170 lbs.,,,,0,0,0,0,0,0,0,0
Laureano Staropoli,"6' 1""",170 lbs.,"71""",Orthodox,27-Feb-93,4.4,0.34,4.58,0.53,0.25,0.2,0.57,0
Ricky Steele,"5' 9""",135 lbs.,"74""",Orthodox,26-May-88,4.07,0.7,2.93,0.5,0,0,0.91,0
Dominique Steele,"5' 10""",170 lbs.,"74""",Orthodox,27-Jan-88,2.32,0.49,2.42,0.5,2.95,0.42,0.76,0
Ray Steinbeiss,"5' 11""",170 lbs.,,Orthodox,12-Sep-79,0,0,0,1,0,0,0,0
Eric Steenberg,,155 lbs.,,,22-Jun-83,0,0,0,0,0,0,0,0
Steve Steinbeiss,"6' 3""",185 lbs.,"75""",Orthodox,5-May-81,3.92,0.55,1.86,0.49,0.44,0.5,0.58,0
Dmitri Stepanov,"6' 3""",217 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Marc Stevens,"5' 9""",155 lbs.,,,,0.45,0.26,1.79,0.46,0,0,0,0
Aljamain Sterling,"5' 7""",135 lbs.,"71""",Orthodox,31-Jul-89,4.84,0.49,2.2,0.63,1.77,0.24,0.41,0.9
Jeremy Stephens,"5' 9""",145 lbs.,"71""",Orthodox,25-May-86,3.18,0.4,3.06,0.58,1.16,0.38,0.65,0.4
Joe Stevenson,"5' 7""",145 lbs.,"70""",Orthodox,15-Jun-82,2.05,0.44,2.44,0.6,2.75,0.44,0.39,2.2
Maia Stevenson,"5' 4""",115 lbs.,"62""",Orthodox,19-Mar-82,1.57,0.54,3.13,0.33,3.91,1,0.5,0
Luke Stewart,"5' 11""",170 lbs.,,Orthodox,,3.75,0.56,2.34,0.53,3.75,0.33,0.5,1.9
Darren Stewart,"6' 0""",185 lbs.,"74""",Orthodox,30-Dec-90,3.09,0.44,3.09,0.5,1.5,0.4,0.65,0.1
Alex Stiebling,"6' 2""",205 lbs.,,Southpaw,,1.77,0.42,1.45,0.52,0.35,0.66,0.66,0.7
Kyle Stewart,"6' 0""",170 lbs.,"76""",Orthodox,31-Jan-89,1.41,0.35,2.42,0.43,1.32,0.2,0.6,0
Tyler Stinson,"6' 3""",170 lbs.,,,17-Jan-86,2.8,0.23,4.6,0.56,0.5,1,0,0.5
Dan Stittgen,"6' 1""",170 lbs.,,Orthodox,17-Nov-80,2.97,0.46,4.42,0.37,0.78,1,1,0
Lazar Stojadinovic,"5' 7""",145 lbs.,"68""",Southpaw,22-Mar-89,1.82,0.29,1.97,0.59,0,0,0,0
Denis Stojnic,"6' 0""",245 lbs.,,Orthodox,2-Feb-80,1.51,0.23,6.06,0.36,0,0,0.8,1
Julija Stoliarenko,"5' 7""",135 lbs.,"66""",,8-Apr-93,2.1,0.34,3.87,0.5,0,0,0.66,0.5
Dustin Stoltzfus,"6' 0""",185 lbs.,"75""",Orthodox,15-Nov-91,2.48,0.57,3.93,0.48,0.78,0.12,0.62,0.8
Niklas Stolze,"6' 1""",170 lbs.,"74""",Switch,28-Dec-92,2,0.41,1.93,0.56,1,1,0.66,0
Ken Stone,"5' 8""",135 lbs.,"71""",Southpaw,8-Oct-82,3.85,0.49,2.9,0.48,1.24,0.33,0.6,0.6
Ryan Stonitsch,"5' 9""",170 lbs.,,Southpaw,3-Feb-77,2.53,0.36,2.53,0.71,0,0,0,0
George Stork,"5' 10""",185 lbs.,,,,0,0,0,0,0,0,0,0
Darko Stosic,"6' 0""",205 lbs.,"76""",Orthodox,9-Feb-92,2.61,0.45,4.04,0.58,3.42,0.5,0.83,0
Rick Story,"5' 9""",170 lbs.,"71""",Southpaw,28-Aug-84,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9
Greg Stott,"5' 7""",220 lbs.,,Southpaw,,0,0,0,0,0,0,0,0
Curtis Stout,"6' 1""",185 lbs.,,Southpaw,7-Nov-73,0.69,0.67,3.2,0.29,0,0,0.2,0
Tim Stout,"5' 11""",185 lbs.,,,9-Feb-79,0,0,0,0,0,0,0,0
Sam Stout,"5' 9""",155 lbs.,"70""",Orthodox,23-Apr-84,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1
Jesse Strader,"5' 7""",135 lbs.,"70""",Orthodox,29-May-91,7.12,0.56,7.63,0.42,0,0,0,0
Gennaro Strangis,,,,,,0,0,0,0,0,0,0,0
Gerald Strebendt,"5' 9""",155 lbs.,,Orthodox,1-Mar-79,0,0,4,0.38,0,0,0,16.4
Dave Strasser,"5' 10""",170 lbs.,,Orthodox,13-Jul-69,3.04,0.45,1.88,0.59,0.72,0.33,0.33,0
Daniel Straus,"5' 7""",145 lbs.,"71""",,27-Jul-84,4.76,0.43,2.99,0.57,0.84,0.15,0.81,1.1
Sean Strickland,"6' 1""",185 lbs.,"76""",Orthodox,27-Feb-91,5.09,0.38,3.77,0.66,1.26,0.6,0.81,0.4
Hans Stringer,"6' 3""",205 lbs.,,Orthodox,6-Jul-87,3.16,0.61,2.84,0.41,2.4,0.36,0.62,0
Mark Striegl,"5' 8""",135 lbs.,"70""",Southpaw,23-Jun-88,3.53,0.42,21.18,0.25,0,0,0,0
Josh Stuart,"5' 9""",160 lbs.,,,,0,0,0,0,0,0,0,0
Stefan Struve,"6' 11""",265 lbs.,"84""",Orthodox,18-Feb-88,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7
Mike Stumpf,"5' 10""",170 lbs.,,,1-Aug-86,3.34,0.43,8.85,0.47,1.59,0.25,0.33,0.8
Kyle Sturgeon,"6' 3""",225 lbs.,,Switch,,0,0,0,0,0,0,0,0
Masanori Suda,"5' 9""",183 lbs.,,Orthodox,,1.8,0.5,1.2,0.63,0,0,0.6,0
Tatiana Suarez,"5' 5""",115 lbs.,"66""",Southpaw,19-Dec-90,4.82,0.65,1.45,0.48,6.47,0.62,1,0.6
Genki Sudo,"5' 9""",155 lbs.,,Orthodox,8-Mar-78,1.55,0.39,2.23,0.33,3.58,0.6,0.5,4.2
Daisuke Sugie,"5' 6""",160 lbs.,,Orthodox,,0,0,0.22,0.8,3.27,0.5,0,3.3
Takashi Sugiura,"5' 11""",225 lbs.,,Southpaw,31-May-70,1.37,0.4,2.08,0.53,1.33,0.66,0,0
Justin Sumter,"6' 2""",185 lbs.,"80""",Southpaw,16-Nov-89,2.68,0.48,7.64,0.34,2.87,1,0,0
Magomed Sultanakhmedov,"6' 2""",185 lbs.,,Southpaw,,0,0,2.4,0.42,9,1,0,9
George Sullivan,"6' 0""",170 lbs.,"73""",Orthodox,13-Mar-81,3.53,0.39,2.42,0.57,1.37,0.2,0.38,0.7
Amar Suloev,"5' 9""",183 lbs.,,Orthodox,1-Jul-76,1.98,0.37,2.19,0.7,0.27,1,0.88,0.3
Aji Susilo,"5' 10""",155 lbs.,,,,0,0,0,0,0,0,0,0
Martin Svensson,"6' 1""",155 lbs.,,,25-Apr-85,2.02,0.38,5.91,0.38,0,0,0,0
Daniel Swain,"5' 9""",145 lbs.,"70""",Orthodox,30-Jan-91,0.8,0.44,3.2,0.4,0,0,0,6
Naho Sugiyuma,"5' 1""",105 lbs.,,,3-Feb-78,2.59,0.48,2.45,0.71,2.05,1,0.66,0
Jason Suttie,"6' 0""",210 lbs.,,Orthodox,7-Aug-73,2.07,0.83,4.97,0.36,0,0,0,0
Joel Sutton,"5' 11""",205 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Cub Swanson,"5' 8""",145 lbs.,"70""",Orthodox,2-Nov-83,4.64,0.5,3.64,0.6,1.09,0.51,0.6,0.5
Chad Sutton,"6' 1""",185 lbs.,,,7-Aug-82,0,0,0,0,0,0,0,0
Kevin Syler,"5' 9""",155 lbs.,"71""",Switch,29-Jul-93,5.6,0.69,4.03,0.48,1,0.4,0.77,2
Floyd Sword,"6' 0""",185 lbs.,,Orthodox,24-Aug-76,0.78,0.42,1.57,0.4,0,0,0.33,0
Bentley Syler,"5' 4""",125 lbs.,,Orthodox,22-Dec-82,1.3,0.18,1.73,0.79,0,0,0.75,0
Tony Sylvester,"6' 1""",225 lbs.,,Southpaw,27-Jan-78,0,0,10.12,0.12,0,0,0,0
Mike Swick,"6' 1""",170 lbs.,"77""",Orthodox,19-Jun-79,2.36,0.37,2.29,0.54,1.06,0.5,0.61,0.6
Leo Sylvest,"5' 11""",205 lbs.,,Orthodox,3-Sep-73,0,0,6.58,0.27,0,0,0,0
Tim Sylvia,"6' 8""",265 lbs.,"80""",Orthodox,5-Mar-76,4.23,0.41,2.61,0.61,0.11,1,0.75,0.1
Osamu Tachihikari,"6' 5""",300 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Justin Tafa,"6' 0""",264 lbs.,"74""",Southpaw,13-Dec-93,5.33,0.59,4.6,0.46,0,0,1,0
Eugenio Tadeu,"5' 8""",160 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Amber Tackett,,115 lbs.,,,,0,0,0,0,0,0,0,0
Joe Taimanglo,"5' 4""",135 lbs.,,,27-Jun-84,4.18,0.42,4.55,0.59,5.45,0.4,1,1.4
Khalid Taha,"5' 5""",135 lbs.,"69""",Orthodox,15-Feb-92,2.86,0.35,4.26,0.43,0,0,0.61,0.3
Mairbek Taisumov,"5' 9""",155 lbs.,"73""",Orthodox,8-Aug-88,2.98,0.39,3.03,0.64,1.34,0.63,0.88,0
Nobuhiko Takada,"6' 0""",220 lbs.,,Southpaw,12-Apr-62,0.31,0.24,1.92,0.39,1.15,0.2,0,0
Yoshiki Takahashi,"5' 11""",199 lbs.,,Southpaw,13-Mar-69,2.26,0.51,6.47,0.44,0,0,0.66,2.3
Yoko Takahashi,"5' 8""",150 lbs.,,,20-Apr-73,5.11,0.54,8.78,0.48,0,0,0,0
Yoshihiro Takayama,"6' 5""",280 lbs.,,Orthodox,19-Sep-68,3.4,0.54,5.69,0.29,0.67,0.33,0.55,0
Daiju Takase,"6' 0""",170 lbs.,,Southpaw,20-Apr-78,0.49,0.3,1.64,0.47,0.84,0.17,0.21,1.2
Makoto Takimoto,"5' 7""",205 lbs.,,Southpaw,8-Dec-79,1.37,0.39,1.71,0.55,1.48,0.5,0.25,1.1
Hiroyuki Takaya,"5' 6""",139 lbs.,,Orthodox,10-Jun-77,3.18,0.33,3.16,0.6,0.9,0.45,0.66,0
Nordine Taleb,"6' 1""",170 lbs.,"74""",Orthodox,10-Jun-81,3.66,0.51,2.62,0.66,1.94,0.76,0.73,0
Oleg Taktarov,"6' 0""",210 lbs.,,Orthodox,26-Aug-67,0,0,0,0,0,0,0,0
Tsuyoshi Tamakairiki,"6' 0""",220 lbs.,,Orthodox,,0,0,26.67,0.5,0,0,0,0
Akitoshi Tamura,"5' 9""",135 lbs.,"70""",Orthodox,31-May-80,3.73,0.43,1.94,0.78,0,0,0.2,1
Akihito Tanaka,,,,Southpaw,,0.19,0.5,2.05,0.38,5.59,0.66,0,0
Jason Tan,"5' 10""",170 lbs.,,Orthodox,17-Dec-81,0.69,0.29,7.37,0.18,0,0,0,0
Michinori Tanaka,"5' 5""",135 lbs.,"67""",Orthodox,4-Oct-90,1.97,0.37,1.99,0.5,2.4,0.38,0.43,0.2
Eli Tamez,"5' 7""",135 lbs.,,,22-Aug-85,0,0,0,0,0,0,0,0
Kiyoshi Tamura,"5' 11""",185 lbs.,,Southpaw,17-Dec-69,2.44,0.53,1.44,0.6,0.58,0.6,0.45,0.2
Issei Tamura,"5' 5""",135 lbs.,"63""",Orthodox,12-Mar-84,1.89,0.53,4.58,0.44,0.92,0.25,0.33,0
Evan Tanner,"6' 0""",185 lbs.,"74""",Orthodox,11-Feb-71,3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3
Deividas Taurosevicius,"5' 9""",145 lbs.,"68""",Southpaw,28-Aug-77,2.13,0.43,1.82,0.59,2,0.28,0.5,0.3
Jeremy Tavares,,135 lbs.,,,,0,0,0,0,0,0,0,0
Gary Tapusoa,"5' 7""",185 lbs.,,,,0,0,0,0,0,0,0,0
Manny Tapia,"5' 5""",135 lbs.,"67""",Orthodox,14-Mar-81,2.69,0.21,4.74,0.58,0.49,0.4,0.66,0.2
Miesha Tate,"5' 6""",135 lbs.,"66""",Orthodox,18-Aug-86,1.93,0.41,2.71,0.5,2.06,0.31,0.52,1.6
Thiago Tavares,"5' 7""",145 lbs.,"70""",Orthodox,8-Nov-84,2,0.4,2.31,0.62,3.83,0.42,0.62,1.5
Paul Taylor,"6' 0""",155 lbs.,"72""",Orthodox,15-Dec-79,4.44,0.47,4.47,0.55,0.27,0.25,0.56,0.5
Brad Tavares,"6' 1""",185 lbs.,"74""",Orthodox,21-Dec-87,3.04,0.41,2.73,0.56,0.97,0.27,0.79,0
Anthony Taylor,"5' 7""",145 lbs.,,,,0,0,0,0,0,0,0,0
Jesse Taylor,"6' 0""",170 lbs.,"73""",Orthodox,2-Jan-83,1.94,0.65,0.55,0.38,7.28,0.5,1,3.1
Louis Taylor,"5' 11""",185 lbs.,,Orthodox,12-May-79,2.06,0.32,1.24,0.68,2.48,0.28,1,0
Torrance Taylor,"5' 7""",155 lbs.,,,,0,0,0,0,0,0,0,0
Danielle Taylor,"5' 0""",115 lbs.,"60""",Orthodox,25-Oct-89,2.75,0.29,3.31,0.71,0.2,0.2,0.7,0.2
Shawn Teed,"6' 5""",265 lbs.,,Orthodox,13-Feb-92,1.4,0.42,13.31,0.21,0,0,0,0
J.T Taylor,"5' 10""",,,,,3.17,0.8,3.7,0.26,3.96,1,0,7.9
James Te Huna,"6' 2""",185 lbs.,"75""",Orthodox,29-Sep-81,4.04,0.51,2.99,0.62,2.75,0.37,0.58,0.2
John Teixeira,"5' 7""",145 lbs.,,Orthodox,18-Nov-86,3.36,0.35,3.2,0.63,1,0.27,0.71,0.7
Tra Telligman,"6' 2""",233 lbs.,,Orthodox,7-Feb-65,1.83,0.35,3.02,0.56,0.87,1,0.8,0
Ewerton Teixeira,"6' 1""",242 lbs.,,,13-Feb-82,2,0.39,3.22,0.35,0,0,0.33,0
Taneisha Tennant,"5' 7""",145 lbs.,"70""",Orthodox,15-Jun-89,5.67,0.55,3.4,0.71,0,0,1,0
Glover Teixeira,"6' 2""",205 lbs.,"76""",Orthodox,28-Oct-79,3.75,0.47,3.84,0.54,2.04,0.4,0.6,1
Herman Terrado,,170 lbs.,,,,0,0,0,0,0,0,0,0
Dave Terrel,"5' 8""",170 lbs.,,Southpaw,10-May-78,2.62,0.43,2.8,0.48,3.28,0.38,1,0
David Terrell,"6' 1""",185 lbs.,,Southpaw,9-Jan-78,2.34,0.63,2.71,0.37,5.54,0.5,0,5.5
Jeff Terry,"6' 2""",205 lbs.,,,,1.09,0.5,9.27,0.19,0,0,1,0
Daniel Teymur,"5' 5""",145 lbs.,"69""",Orthodox,3-Feb-88,3.08,0.46,3.93,0.56,0.56,0.18,0.6,0.3
David Teymur,"5' 9""",155 lbs.,"73""",Southpaw,1-May-89,4.69,0.43,3.53,0.55,0.94,0.33,0.77,0
James Terry,"5' 10""",170 lbs.,,Orthodox,16-Mar-81,3.23,0.32,4.77,0.64,3.31,0.36,0.75,0
Motonobu Tezuka,"5' 7""",135 lbs.,,Southpaw,29-Aug-87,0.87,0.23,2.8,0.51,1.5,0.11,0,0.5
Jason Thacker,"5' 10""",185 lbs.,,Orthodox,18-Aug-75,0.63,0.33,17.05,0.32,0,0,0,0
Brandon Thatch,"6' 2""",170 lbs.,"74""",Switch,11-Jul-85,2.7,0.42,3.63,0.52,1.36,0.66,0.5,0.7
Elias Theodorou,"6' 1""",185 lbs.,"75""",Orthodox,31-May-88,4.19,0.42,2.39,0.53,1.27,0.28,0.59,0
Nik Theotikos,,185 lbs.,,Orthodox,,0,0,5.48,0.19,0,0,0,4.8
Din Thomas,"5' 9""",155 lbs.,,Orthodox,28-Sep-76,1.85,0.37,2.6,0.59,1.38,0.52,0.76,1.2
Ryan Thomas,"6' 0""",170 lbs.,,Orthodox,5-Nov-84,2.01,0.36,4.17,0.3,5.59,0.33,0,2.2
Joel Thomas ,"5' 10""",170 lbs.,,,,0,0,0,0,0,0,0,0
Noah Thomas,"5' 9""",135 lbs.,,Orthodox,27-Mar-81,0.44,0.13,4.99,0.33,0,0,0,1.3
Paulo Thiago,"5' 11""",170 lbs.,"74""",Orthodox,25-Jan-81,1.71,0.39,1.99,0.63,1.42,0.31,0.63,1.2
Treston Thomison,"5' 8""",145 lbs.,,,,0,0,0,0,0,0,0,0
Nick Thompson,"6' 1""",170 lbs.,"74""",Orthodox,23-Jun-81,1.87,0.42,1.8,0.49,1.06,1,0.35,2.6
Josh Thomson,"5' 10""",155 lbs.,"71""",Orthodox,21-Sep-78,2.59,0.47,2.12,0.64,1.92,0.39,0.54,1.3
James Thompson,"6' 5""",265 lbs.,,Orthodox,16-Dec-78,5.13,0.52,3.19,0.41,3.14,0.36,0.53,1.3
Oli Thompson,"6' 1""",242 lbs.,,Orthodox,2-Jan-80,1.66,0.46,5.31,0.46,0,0,0.5,0.5
Josh Thornburg,"6' 0""",170 lbs.,,,24-May-84,1.2,0.5,3.13,0.38,2,0.66,0.42,2
Stephen Thompson,"6' 0""",170 lbs.,"75""",Orthodox,11-Feb-83,4.24,0.43,2.8,0.58,0.32,0.45,0.78,0
Simeon Thoresen,"6' 1""",170 lbs.,"79""",Orthodox,14-Mar-84,3.85,0.43,3.85,0.64,1.12,0.4,0.5,1.7
Gleison Tibau,"5' 10""",155 lbs.,"71""",Southpaw,7-Oct-83,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8
Chris Tickle,"5' 9""",155 lbs.,,,1-Feb-82,1.07,0.4,1.13,0.43,1,0.25,0.2,2
Nolan Ticman,"5' 6""",125 lbs.,,Orthodox,17-May-88,2.57,0.47,2.53,0.67,0,0,0.6,0
Ryan Tobar,,155 lbs.,,,,0,0,0,0,0,0,0,0
Brett Tillis,,145 lbs.,,,,0,0,0,0,0,0,0,0
Andrew Todhunter,"6' 0""",185 lbs.,,Switch,30-Nov-87,0,0,0,0,0,0,0,0
Darren Till,"6' 0""",185 lbs.,"74""",Southpaw,24-Dec-92,2.27,0.46,2.99,0.58,0.54,0.41,0.82,0
Dusko Todorovic,"6' 1""",185 lbs.,"74""",Orthodox,19-May-94,7.45,0.62,5.42,0.46,0.53,0.06,1,0
Hideo Tokoro,"5' 7""",135 lbs.,,Orthodox,22-Aug-77,1.78,0.37,2.01,0.65,0.87,0.34,0.44,2.3
Anatoly Tokov,"5' 10""",185 lbs.,,,17-Feb-90,3.51,0.72,0.54,0.66,2.03,1,1,0
Tyler Toner,"5' 8""",145 lbs.,"70""",Orthodox,31-Mar-83,2.95,0.52,2.13,0.62,0,0,0.54,0.4
Kazuki Tokudome,"5' 11""",155 lbs.,"73""",Southpaw,4-Mar-87,2.26,0.41,3.63,0.53,2,0.38,0.78,0
Masanori Tonooka,"5' 8""",185 lbs.,,Orthodox,,0.16,0.05,1.09,0.36,0,0,0,0
James Toney,"5' 9""",220 lbs.,,Orthodox,24-Aug-68,0,0,2.41,0.27,0,0,0,0
Ilia Topuria,"5' 7""",145 lbs.,"69""",Orthodox,21-Jan-97,2.5,0.45,1.87,0.68,4.25,0.55,1,4.2
Carl Toomey,,,,,,0,0,0,0,0,0,0,0
Anthony Torres,"5' 8""",170 lbs.,,Orthodox,31-Jul-78,3.54,0.48,7.52,0.45,0,0,1,2.2
Ronys Torres,"5' 7""",155 lbs.,,Orthodox,13-Aug-75,0.87,0.26,1.93,0.57,4,0.47,0.16,0.5
Miguel Torres,"5' 9""",135 lbs.,"76""",Orthodox,18-Jan-81,3.98,0.43,1.86,0.74,0,0,0.17,1.6
Haven Torres,,125 lbs.,,,,0,0,0,0,0,0,0,0
Abram Torres,"5' 10""",170 lbs.,,,29-Oct-82,0,0,0,0,0,0,0,0
Jose Torres,"5' 4""",125 lbs.,"65""",Orthodox,2-Aug-92,4.37,0.36,9.84,0.5,1.28,0.33,0.75,0
Alex Torres,"5' 10""",145 lbs.,,Orthodox,29-May-88,2.47,0.37,2.73,0.69,2,0.22,0.5,0
Tecia Torres,"5' 1""",115 lbs.,"60""",Orthodox,16-Aug-89,4.3,0.47,3.37,0.62,0.68,0.15,0.56,0.1
Desmond Torres,"5' 6""",135 lbs.,"69""",Orthodox,6-Jan-97,4.8,0.64,11.78,0.48,0,0,1,0
Salim Touahri,"5' 10""",170 lbs.,"72""",Orthodox,28-Sep-89,2.6,0.46,2.87,0.58,0,0,0.83,0
Roberto Traven,"6' 3""",227 lbs.,,Orthodox,16-Sep-68,0.92,0.5,2.77,0.57,0,0,0,0
Minoru Toyonaga,"5' 11""",195 lbs.,,Southpaw,,0,0,0,0,0,0,0,0
Alexander Trevino,,170 lbs.,,,,0,0,0,0,0,0,0,0
Dequan Townsend,"6' 3""",205 lbs.,"79""",Orthodox,11-May-86,1.23,0.34,3.92,0.38,0,0,0.46,0
Bryan Travers,,155 lbs.,,,11-Apr-83,2.33,0.48,3.93,0.55,2,0.28,0.63,0
Francisco Trevino,"5' 9""",155 lbs.,"70""",Orthodox,17-Dec-81,2.65,0.42,2.42,0.64,0.97,0.22,0.41,0
Angelo Trevino,"5' 11""",170 lbs.,,Switch,10-Jun-93,5.19,0.54,3.9,0.47,0,0,1,0
Damien Trites,"5' 11""",165 lbs.,,,23-Aug-79,0,0,0,0,0,0,0,0
Frank Trigg,"5' 9""",170 lbs.,"71""",Southpaw,7-May-72,2.79,0.46,1.9,0.56,2.35,0.47,0.75,0.8
Michael Trizano,"5' 11""",155 lbs.,"71""",Orthodox,31-Dec-91,3.02,0.53,2.11,0.63,0.4,0.5,0.8,0.8
Tor Troeng,"6' 2""",185 lbs.,,Orthodox,25-Jan-83,1.16,0.46,3.26,0.32,0.62,0.07,0.66,0.3
Antonio Trocoli,"6' 5""",205 lbs.,"82""",Orthodox,6-Dec-90,1.27,0.71,4.56,0.25,3.8,1,1,3.8
Aaron Trujillo,"5' 5""",125 lbs.,,,,0,0,0,0,0,0,0,0
Francisco Trinaldo,"5' 9""",155 lbs.,"70""",Southpaw,24-Aug-78,3.11,0.44,2.56,0.6,1.09,0.46,0.61,0.6
Reynaldo Trujillo,"5' 9""",155 lbs.,,,1-Jan-82,0,0,0,0,0,0,0,0
Jon Tuck,"5' 11""",155 lbs.,"73""",Orthodox,28-Aug-84,3,0.4,3.74,0.6,0.42,0.33,0.5,1
Arman Tsarukyan,"5' 7""",155 lbs.,"72""",Orthodox,11-Oct-96,3.35,0.44,1.43,0.62,3.5,0.35,0.78,0
Chris Tuchscherer,"6' 2""",258 lbs.,"76""",Orthodox,8-Sep-75,1.35,0.31,3.17,0.47,1.19,0.18,0,0.6
Abel Trujillo,"5' 8""",155 lbs.,"70""",Orthodox,18-Sep-83,2.65,0.41,2.31,0.59,2.18,0.45,0.4,0.4
Gavin Tucker,"5' 6""",145 lbs.,"66""",Southpaw,17-Jun-86,4.39,0.45,4.28,0.57,2.98,0.42,0.53,1.5
Tom Tuggle,"6' 2""",250 lbs.,,Orthodox,,0,0,2.14,0,32.14,1,0,0
Jumabieke Tuerxun,"5' 7""",135 lbs.,,Orthodox,17-Apr-86,1.6,0.28,3.08,0.59,0.47,0.11,0.66,0.9
Blair Tugman,"6' 0""",135 lbs.,,,,2.25,0.53,0.93,0.5,7.5,0.6,0,0
Tai Tuivasa,"6' 2""",264 lbs.,"75""",Southpaw,16-Mar-93,4.38,0.5,3.44,0.5,0,0,0.46,0
Teila Tuli,"6' 0""",430 lbs.,,Orthodox,14-Jun-69,0,0,0,0,0,0,0,0
Zubaira Tukhugov,"5' 8""",145 lbs.,"68""",Orthodox,15-Jan-91,2.54,0.38,2.53,0.63,2.54,0.46,1,0
Albert Tumenov,"5' 11""",170 lbs.,"73""",Orthodox,26-Dec-91,3.76,0.42,3.34,0.58,0.2,0.2,0.75,0
Ricky Turcios,"5' 9""",135 lbs.,"71""",Orthodox,5-Jun-93,7.33,0.37,4.07,0.64,0,0,0,0
Wellington Turman,"6' 0""",185 lbs.,"72""",Orthodox,22-Jul-96,2.75,0.42,3.71,0.45,2.63,0.35,1,0.9
Jalin Turner,"6' 3""",155 lbs.,"77""",Southpaw,18-May-95,6.2,0.47,4.37,0.45,0.71,0.66,0.78,1.8
Courtney Turner,"6' 2""",170 lbs.,,,,0,0,0,0,0,0,0,0
Alberto Uda,"6' 3""",185 lbs.,,Orthodox,8-Aug-84,1.79,0.52,3.49,0.45,2.83,0.5,0.66,0
Marcin Tybura,"6' 3""",249 lbs.,"78""",Orthodox,9-Nov-85,3.7,0.5,3.25,0.56,1.62,0.45,0.82,0.1
Austin Tweedy,"5' 9""",155 lbs.,,Orthodox,25-Sep-90,4.29,0.66,6.43,0,0,0,0,0
Ryuki Ueyama,"5' 11""",180 lbs.,,Southpaw,17-Apr-76,0.13,0.21,1.4,0.46,0.5,1,0,1.5
Christian Uflacker,"5' 11""",170 lbs.,,,4-Aug-85,0,0,0,0,0,0,0,0
